9094,"Dyrektor ds. Sprzedaży",1999-01-19,4462.67,1999-03-10,1960}
9095,"Inżynier utrzymania ruchu",2006-11-01,7581.23,2006-11-21,4365}
9096,"Specjalista ds. windykacji",1999-07-23,7953.03,1999-10-15,423}
9097,"Administrator danych osobowych",2016-03-19,7431.99,2016-05-27,1724}
9098,"Specjalista ds. planowania produkcji",1996-02-16,3796.73,1996-05-20,2403}
9099,"Pracownik biurowy",2016-03-08,3900.5,2016-06-02,1895}
9100,"Pełnomocnik ds. Jakości",1991-02-06,11011.92,1991-04-12,3355}
9101,"Tłumacz",2007-11-25,7609.92,2008-01-13,4424}
9102,"Projektant IT",1999-10-10,4376.84,2000-01-15,542}
9103,"Dyrektor ds. Personalnych",2007-02-07,3613.99,2007-04-04,2989}
9104,"Farmaceuta",2001-06-10,11038.32,2001-07-18,556}
9105,"Specjalista ds. ochrony środowiska",1987-06-28,8199.19,1987-08-29,3085}
9106,"Kierownik Magazynu",2001-07-08,9532.06,2001-08-06,1023}
9107,"Technolog",1970-07-15,6002.91,1970-09-25,3764}
9108,"Asystentka zarządu",1974-07-15,6807.91,1974-10-25,2506}
9109,"Specjalista ds. planowania produkcji",1997-07-01,5692.86,1997-08-28,1850}
9110,"Dyrektor ds. Sprzedaży",2014-11-20,5589.64,2014-12-08,4066}
9111,"Copywriter",2010-06-14,9783.87,2010-08-03,2661}
9112,"Farmaceuta",1980-11-22,9016.17,1981-01-27,1932}
9113,"Copywriter",2015-09-02,9916.3,2015-12-09,320}
9114,"Telemarketer",2008-12-18,8857.81,2009-01-16,2844}
9115,"Adwokat",1992-02-14,2677.51,1992-03-23,2360}
9116,"Recepcjonistka",2003-07-14,3249.77,2003-10-08,2748}
9117,"Agenta nieruchomości",1995-02-16,5401.4,1995-04-09,2013}
9118,"Specjalista ds. dostaw",1981-12-26,7621.34,1982-01-15,4864}
9119,"Rzeczoznawca",1991-04-16,6208.16,1991-06-12,2653}
9120,"Lekarz",2001-10-11,3986.14,2001-12-12,3859}
9121,"Specjalista ds. transportu",1983-08-23,5833.17,1983-10-04,1900}
9122,"Przedstawiciel medyczny",1997-11-18,4334.55,1997-12-11,394}
9123,"Administrator",2014-01-01,7662.86,2014-04-06,4325}
9124,"Inżynier Środowiska",2002-05-10,8935.81,2002-09-07,3437}
9125,"Specjalista ds. reklamacji",2003-02-23,7091.09,2003-04-23,2589}
9126,"Spedytor",2002-04-26,2799.0,2002-06-07,4153}
9127,"Inżynier utrzymania ruchu",2012-03-27,2292.63,2012-04-13,4521}
9128,"Project Manager",2008-09-08,4485.14,2008-09-28,1426}
9129,"Pełnomocnik ds. Jakości",1987-03-08,2918.1,1987-05-18,3417}
9130,"Specjalista ds. transportu",1988-02-25,10928.02,1988-03-03,4509}
9131,"Dziennikarz",1981-03-14,2106.67,1981-06-25,820}
9132,"Konstruktor",2003-01-09,3039.64,2003-03-12,163}
9133,"Rzeczoznawca",1999-07-19,10050.95,1999-09-20,2272}
9134,"Architekt budownictwa",2000-03-08,7682.44,2000-06-28,2221}
9135,"Prawnik",1972-12-14,2387.89,1973-02-27,613}
9136,"Office Manager",1988-12-16,2473.73,1989-01-05,1489}
9137,"Dyrektor ds. Sprzedaży",1977-10-24,4413.95,1977-12-18,2258}
9138,"Doradca finansowy",1998-09-25,11161.86,1998-09-26,1767}
9139,"Prawnik",2007-08-24,4992.05,2007-10-11,3994}
9140,"Administrator danych osobowych",1978-05-14,9034.98,1978-07-13,3479}
9141,"Projektant IT",1973-03-19,11309.21,1973-05-08,4561}
9142,"Specjalista ds. obsługi klienta",1990-10-06,9809.83,1991-01-13,2935}
9143,"Product Manager",2016-09-09,5188.41,2016-09-15,2800}
9144,"Copywriter",2002-02-12,10477.81,2002-06-01,1706}
9145,"Geodeta",1972-02-19,3696.74,1972-02-26,222}
9146,"Tłumacz",1989-03-18,6197.88,1989-06-10,1621}
9147,"Dyrektor ds. Rozwoju",1994-09-11,10944.83,1994-10-25,1867}
9148,"Specjalista ds. obsługi klienta",1982-03-19,4099.16,1982-04-18,2061}
9149,"Grafik",1970-02-19,3177.67,1970-04-21,1398}
9150,"Dyrektor ds. Logistyki",1976-09-02,3432.69,1976-11-16,3332}
9151,"Spedytor",2016-07-23,2176.68,2016-09-27,226}
9152,"Dyrektor ds. Logistyki",1979-12-19,5541.98,1980-01-31,1054}
9153,"Tester aplikacji",1975-10-20,4362.02,1976-02-17,3308}
9154,"Ekonomista",1996-02-04,8793.51,1996-04-17,2165}
9155,"Dyrektor ds. Logistyki",1978-10-12,6082.54,1978-12-16,2452}
9156,"Dyrektor ds. Marketingu",1993-03-12,7089.46,1993-03-24,2864}
9157,"Lekarz",1970-02-18,2138.67,1970-06-09,3327}
9158,"Dyrektor ds. Finansowych",2008-02-20,9873.71,2008-05-13,324}
9159,"Dyrektor ds. Personalnych",1977-04-18,6585.75,1977-06-05,2107}
9160,"Specjalista ds. dostaw",1999-12-17,9361.95,2000-02-28,4857}
9161,"Dyrektor ds. Personalnych",1977-03-25,4471.27,1977-06-09,1452}
9162,"Specjalista ds. PR",2017-06-10,3422.74,2017-09-17,636}
9163,"Adwokat",1994-09-08,7855.69,1994-09-20,679}
9164,"Specjalista ds. ochrony środowiska",1985-09-26,8432.35,1985-11-13,3543}
9165,"Inżynier utrzymania ruchu",1989-12-07,8332.52,1990-01-30,1308}
9166,"Farmaceuta",1985-04-01,3559.97,1985-04-23,3170}
9167,"Specjalista ds. badań i rozwoju",2000-02-08,8987.75,2000-02-20,4955}
9168,"Dyrektor ds. Rozwoju",2008-09-06,7652.26,2008-10-07,2247}
9169,"Webmaster",2017-05-08,4258.17,2017-05-14,522}
9170,"Inżynier Budowy",1979-10-03,8850.89,1979-10-11,2661}
9171,"Copywriter",2003-01-17,9877.86,2003-05-08,242}
9172,"Tłumacz",1975-11-10,3779.88,1976-01-02,4847}
9173,"Dyrektor ds. Finansowych",1994-03-22,1775.69,1994-04-03,3317}
9174,"Pedagog",1990-04-27,2660.45,1990-05-07,851}
9175,"Dyrektor ds. Marketingu",1995-10-14,9505.7,1995-10-17,1159}
9176,"Analityk rynku",1997-04-09,9998.45,1997-08-02,2435}
9177,"Rzeczoznawca",1993-08-05,8008.88,1993-10-22,3106}
9178,"Pracownik biurowy",2013-04-04,10432.16,2013-05-19,164}
9179,"Pracownik socjalny",2009-12-05,3926.33,2010-03-31,3963}
9180,"Dyrektor ds.Administracyjnych",1972-05-12,2227.21,1972-06-22,4875}
9181,"Dyrektor ds. Sprzedaży",1990-05-06,6966.93,1990-08-14,1400}
9182,"Kierownik Magazynu",1976-07-19,5757.95,1976-08-04,602}
9183,"Grafik",2006-10-08,2081.05,2006-11-15,4368}
9184,"Telemarketer",2013-08-05,2971.24,2013-08-16,3203}
9185,"Fakturzystka",1998-09-24,3549.43,1998-10-20,434}
9186,"Doradca zawodowy",1985-02-12,9566.95,1985-02-16,4398}
9187,"Product Manager",2010-10-21,4386.86,2010-11-14,732}
9188,"Grafik",1981-07-25,6824.66,1981-08-20,657}
9189,"Programista baz danych",1997-01-11,5693.0,1997-03-03,961}
9190,"Architekt wnętrz / krajobrazu",1983-01-09,6969.15,1983-02-02,4251}
9191,"Dziennikarz",1979-01-01,3070.79,1979-02-16,2672}
9192,"Dyrektor ds. Sprzedaży",1984-04-16,4401.8,1984-05-17,1389}
9193,"Spedytor",2013-06-21,11098.2,2013-06-28,3802}
9194,"Projektant wzornictwa",1982-10-20,2307.25,1983-02-09,1909}
9195,"Projektant konstrukcji budowlanych",1971-01-02,9200.94,1971-01-27,1071}
9196,"Agent celny",2000-12-10,8696.09,2001-02-07,663}
9197,"Architekt budownictwa",2005-12-20,4138.43,2006-03-11,2825}
9198,"Architekt wnętrz / krajobrazu",2011-11-28,2164.11,2012-02-16,2776}
9199,"Konsultant ds. Wdrożeń",1974-02-22,9086.15,1974-04-09,4958}
9200,"Specjalista ds. reklamacji",1979-10-12,9802.2,1979-10-30,2625}
9201,"Automatyk",1974-02-02,6003.16,1974-03-13,4977}
9202,"Doradca finansowy",1972-04-24,10996.38,1972-07-11,1638}
9203,"Konstruktor",1983-06-09,2580.62,1983-09-22,4250}
9204,"Programista",1990-04-27,4709.91,1990-06-12,3900}
9205,"Agent celny",2008-03-24,7035.31,2008-06-02,3017}
9206,"Dyrektor ds.Administracyjnych",2012-07-01,10995.7,2012-07-13,3487}
9207,"Geodeta",2009-02-19,9105.29,2009-05-07,2047}
9208,"Pedagog",2009-12-25,8216.27,2010-04-09,329}
9209,"Kosztorysant",1996-12-06,1522.1,1997-01-31,3096}
9210,"Przedstawiciel handlowy",1979-05-25,7802.38,1979-08-17,2051}
9211,"Technolog",1985-07-03,8454.92,1985-08-30,2803}
9212,"Architekt budownictwa",2016-05-26,3854.19,2016-07-23,2497}
9213,"Automatyk",2001-03-20,3414.93,2001-05-04,2101}
9214,"Przedstawiciel medyczny",2007-02-28,8474.03,2007-04-15,1167}
9215,"Asystentka zarządu",2004-07-03,3444.12,2004-09-07,4003}
9216,"Recepcjonistka",1971-02-26,4988.29,1971-03-23,2635}
9217,"Pedagog",2001-04-02,3878.56,2001-07-11,138}
9218,"Kierownik Magazynu",2008-03-10,7399.63,2008-04-15,4771}
9219,"Handlowiec",1979-12-12,3260.92,1980-03-09,4265}
9220,"Projektant IT",2011-05-06,4010.35,2011-08-08,3570}
9221,"Spedytor",1997-06-22,5594.05,1997-10-01,393}
9222,"Analityk rynku",2014-04-18,2301.45,2014-06-27,1404}
9223,"Dyrektor ds. Sprzedaży",2011-02-02,2109.63,2011-04-06,4840}
9224,"Technolog",1993-08-04,4643.55,1993-08-07,1079}
9225,"Dyrektor ds. Sprzedaży",1980-10-07,10960.75,1980-12-22,4267}
9226,"Architekt budownictwa",1993-09-28,7592.87,1994-01-19,1979}
9227,"Pracownik socjalny",1986-10-05,5701.11,1987-01-12,4737}
9228,"Specjalista ds. BHP",2012-12-17,6085.69,2012-12-27,1239}
9229,"Project Manager",2011-04-06,4897.14,2011-07-06,627}
9230,"Automatyk",1996-01-26,2542.33,1996-03-07,869}
9231,"Specjalista ds. transportu",1988-06-09,6148.35,1988-07-26,1565}
9232,"Administrator danych osobowych",1991-07-26,5186.71,1991-09-14,3470}
9233,"Dyrektor ds.Administracyjnych",1973-11-28,8946.82,1974-01-19,322}
9234,"Fakturzystka",1972-02-02,10915.89,1972-05-15,1202}
9235,"Inżynier Środowiska",1979-05-05,6237.24,1979-06-25,3544}
9236,"Notariusz",2005-04-15,5143.6,2005-06-21,4592}
9237,"Projektant konstrukcji budowlanych",1995-11-07,10289.3,1996-01-20,475}
9238,"Specjalista ds. transportu",2003-08-12,8921.64,2003-10-28,2062}
9239,"Specjalista ds. reklamacji",1972-03-11,6016.26,1972-05-30,2501}
9240,"Pracownik biurowy",2002-07-24,10821.02,2002-08-18,206}
9241,"Kierownik Magazynu",1990-06-19,6203.74,1990-10-12,4304}
9242,"Specjalista ds. ochrony środowiska",1997-01-25,4488.16,1997-04-20,2806}
9243,"Lekarz",1983-05-18,3666.9,1983-07-31,2735}
9244,"Specjalista ds. transportu",1983-04-09,6835.57,1983-06-02,1996}
9245,"Programista baz danych",1985-04-05,9314.57,1985-05-03,632}
9246,"Webmaster",1987-07-05,6662.98,1987-08-16,927}
9247,"Project Manager",1976-01-11,11181.36,1976-02-29,2412}
9248,"Kierownik Magazynu",2009-05-01,4150.68,2009-08-22,4892}
9249,"Specjalista ds. zakupów",2011-04-23,5785.22,2011-05-10,4212}
9250,"Rzeczoznawca",1981-04-02,10657.44,1981-06-02,3451}
9251,"Technolog",2009-05-07,2078.42,2009-06-14,683}
9252,"Pracownik biurowy",1982-03-07,5995.76,1982-06-22,691}
9253,"Doradca finansowy",2001-05-15,4431.22,2001-06-07,1883}
9254,"Pilot wycieczek",1974-11-23,8233.28,1975-02-20,3246}
9255,"Telemarketer",1992-03-04,4352.8,1992-05-21,4474}
9256,"Adwokat",1990-01-25,9195.16,1990-03-30,607}
9257,"Specjalista ds. windykacji",2002-02-18,2375.7,2002-04-23,998}
9258,"Adwokat",1979-12-16,7264.05,1980-01-18,3775}
9259,"Architekt budownictwa",1988-12-25,4429.12,1989-02-08,1501}
9260,"Agenta nieruchomości",2017-08-26,2260.81,2017-10-23,4067}
9261,"Specjalista ds. inwestycji",2003-10-21,3130.18,2003-11-07,1574}
9262,"Webmaster",1982-03-22,8065.96,1982-07-18,961}
9263,"Inżynier utrzymania ruchu",1988-09-19,10464.54,1988-11-14,4566}
9264,"Copywriter",1993-04-12,1971.65,1993-06-16,2715}
9265,"Specjalista ds. PR",2010-10-07,9328.46,2010-11-04,150}
9266,"Inżynier utrzymania ruchu",1976-02-27,1960.26,1976-03-29,1207}
9267,"Laborant",1985-04-24,8942.73,1985-06-18,4818}
9268,"Specjalista ds. marketingu",1983-04-19,7968.11,1983-05-21,883}
9269,"Fakturzystka",1983-09-02,4616.67,1983-09-15,291}
9270,"Programista PLC",1974-12-20,8256.93,1975-02-14,3450}
9271,"Specjalista ds. transportu",1994-07-17,5619.37,1994-08-01,3064}
9272,"Doradca zawodowy",1972-09-26,4816.96,1973-01-18,1186}
9273,"Specjalista ds. badań i rozwoju",1990-02-23,10261.75,1990-05-25,3327}
9274,"Asystentka zarządu",1996-10-28,8546.27,1996-11-09,2956}
9275,"Ekonomista",1982-04-25,10750.37,1982-07-30,4433}
9276,"Doradca finansowy",2012-05-08,10924.45,2012-05-17,1761}
9277,"Pilot wycieczek",1984-06-26,4700.37,1984-09-11,2596}
9278,"Specjalista ds. badań i rozwoju",1975-12-27,7932.92,1976-03-07,492}
9279,"Doradca finansowy",1979-08-18,2846.97,1979-10-06,3937}
9280,"Projektant IT",1994-10-10,3490.85,1994-12-20,3225}
9281,"Projektant konstrukcji budowlanych",2009-06-27,8539.75,2009-09-12,787}
9282,"Pełnomocnik ds. Jakości",1995-06-15,2832.0,1995-09-14,2855}
9283,"Księgowa",2014-09-05,11296.61,2014-10-12,4102}
9284,"Adwokat",2003-07-07,8030.93,2003-10-01,2758}
9285,"Pełnomocnik ds. Jakości",2004-07-07,6750.38,2004-07-29,4752}
9286,"Dietetyk",1985-02-06,6738.22,1985-02-18,3287}
9287,"Specjalista ds. transportu",2013-04-15,4068.73,2013-07-12,514}
9288,"Tłumacz",1983-03-08,5320.74,1983-03-18,1148}
9289,"Przedstawiciel medyczny",1995-01-15,7874.2,1995-02-22,3021}
9290,"Doradca zawodowy",2003-06-25,4251.13,2003-10-13,600}
9291,"Koordynator robót budowlanych",1991-01-05,8451.48,1991-04-06,1299}
9292,"Kierownik punktu sprzedaży",1978-09-18,7727.79,1978-10-27,4003}
9293,"Agent celny",1993-05-06,5736.73,1993-06-07,2837}
9294,"Specjalista ds. reklamacji",1998-03-05,1541.2,1998-04-09,3984}
9295,"Office Manager",1971-03-09,5274.05,1971-04-02,4145}
9296,"Dyrektor ds. Sprzedaży",2014-12-23,4741.48,2015-01-29,1323}
9297,"Urzędnik państwowy",1984-09-19,3967.88,1984-11-30,2035}
9298,"Kierownik punktu sprzedaży",1979-12-20,3020.81,1980-04-04,3509}
9299,"Lektor",1981-07-14,6261.53,1981-08-26,1072}
9300,"Dziennikarz",2017-07-22,4569.81,2017-11-11,628}
9301,"Notariusz",2016-06-22,8703.45,2016-09-13,2388}
9302,"Rzeczoznawca",2005-01-22,9448.09,2005-04-06,556}
9303,"Projektant wzornictwa",1973-09-15,4787.23,1973-10-31,4703}
9304,"Pracownik biurowy",2010-06-11,4805.81,2010-09-28,1485}
9305,"Programista baz danych",1989-08-28,5765.2,1989-10-18,458}
9306,"Specjalista ds. PR",1990-08-22,4326.6,1990-09-05,1847}
9307,"Trener",1979-01-14,6455.06,1979-01-31,147}
9308,"Pedagog",1987-04-08,2657.89,1987-05-09,4140}
9309,"Dziennikarz",1996-02-02,3968.46,1996-03-17,1081}
9310,"Kurator sądowy",1984-07-21,8565.24,1984-08-31,4434}
9311,"Dyrektor ds. Personalnych",1980-04-19,4809.88,1980-05-08,2970}
9312,"Technolog",1972-09-01,4923.17,1972-12-30,2527}
9313,"Dyrektor ds. Personalnych",2006-08-10,6250.92,2006-10-02,2385}
9314,"Dyrektor ds. Rozwoju",2015-04-15,4931.77,2015-05-27,1149}
9315,"Konsultant ds. Wdrożeń",1992-08-24,11056.56,1992-09-17,239}
9316,"Lekarz",1973-08-19,5481.73,1973-10-09,3812}
9317,"Dyrektor ds. Sprzedaży",2002-07-13,4768.45,2002-08-12,640}
9318,"Inżynier Środowiska",1979-09-09,10792.69,1979-10-22,4411}
9319,"Pilot wycieczek",1973-02-03,4211.94,1973-04-16,3189}
9320,"Administrator",1973-10-07,6454.65,1974-01-01,2887}
9321,"Geodeta",1984-04-14,2663.88,1984-06-03,3346}
9322,"Koordynator robót budowlanych",2011-12-15,7170.89,2012-03-31,3953}
9323,"Specjalista ds. BHP",1972-03-14,11013.93,1972-05-02,4595}
9324,"Farmaceuta",1971-02-17,11051.89,1971-03-18,4748}
9325,"Prawnik",2009-02-04,9324.11,2009-04-11,4532}
9326,"Agenta nieruchomości",2009-02-26,6110.24,2009-04-26,1910}
9327,"Telemarketer",1996-05-16,10927.87,1996-09-06,1521}
9328,"Pedagog",2000-12-21,11496.32,2001-03-13,2080}
9329,"Programista baz danych",2004-10-08,8134.8,2004-12-17,4749}
9330,"Product Manager",2011-09-21,3157.19,2011-12-22,3217}
9331,"Kierownik Magazynu",1979-04-24,9927.03,1979-07-23,4132}
9332,"Doradca techniczno-handlowy",1974-09-02,6271.67,1974-11-22,3205}
9333,"Geodeta",1994-08-25,6552.81,1994-10-04,4681}
9334,"Analityk rynku",1990-05-26,4281.82,1990-08-12,730}
9335,"Specjalista ds. ochrony środowiska",2017-05-08,9852.91,2017-06-28,4369}
9336,"Product Manager",2002-02-04,4160.49,2002-02-28,3025}
9337,"Handlowiec",1986-08-04,5813.59,1986-08-27,393}
9338,"Pracownik socjalny",1975-12-03,3581.9,1976-01-25,4696}
9339,"Pełnomocnik ds. Jakości",2015-07-17,8435.64,2015-09-10,979}
9340,"Dyrektor ds. Personalnych",2002-01-24,8430.27,2002-05-04,2172}
9341,"Farmaceuta",2015-02-05,3025.36,2015-04-22,3503}
9342,"Project Manager",1976-02-20,8377.99,1976-03-29,806}
9343,"Agent celny",1990-10-18,4230.68,1990-11-17,1798}
9344,"Kierownik punktu sprzedaży",2002-06-02,10114.95,2002-06-09,3006}
9345,"Specjalista ds. funduszy unijnych",1999-11-12,7428.77,2000-03-07,2839}
9346,"Kurator sądowy",1972-07-16,8938.62,1972-09-24,4838}
9347,"Programista PLC",1987-01-16,4319.21,1987-05-05,241}
9348,"Pracownik socjalny",1984-10-14,5006.21,1984-12-06,2370}
9349,"Spedytor",2007-02-25,2233.88,2007-06-12,918}
9350,"Księgowa",2001-12-28,4673.61,2002-03-21,1192}
9351,"Projektant konstrukcji budowlanych",1981-07-15,11302.4,1981-09-13,2046}
9352,"Specjalista ds. badań i rozwoju",1986-01-28,8944.54,1986-04-01,4508}
9353,"Architekt budownictwa",2001-04-10,4515.6,2001-06-14,3740}
9354,"Project Manager",2000-09-05,10032.72,2000-12-30,3970}
9355,"Koordynator sprzedaży",1976-10-15,3178.49,1976-11-19,4607}
9356,"Dyrektor ds. Personalnych",1976-11-22,4345.85,1976-12-07,2764}
9357,"Agent celny",2015-08-03,7763.64,2015-10-18,2717}
9358,"Specjalista ds. badań i rozwoju",1978-05-05,10995.93,1978-05-23,3362}
9359,"Inżynier ds. Wdrażania Produkcji",1998-01-18,8363.24,1998-03-07,3733}
9360,"Tłumacz",1980-04-28,6951.16,1980-08-12,1291}
9361,"Kosztorysant",1985-06-09,7941.17,1985-09-15,2279}
9362,"Rzeczoznawca",1986-01-18,11128.86,1986-02-20,4266}
9363,"Product Manager",1993-01-18,4656.97,1993-05-02,1665}
9364,"Project Manager",2011-03-16,4456.88,2011-06-01,3377}
9365,"Adwokat",1993-06-01,11141.34,1993-08-20,330}
9366,"Rzeczoznawca",1977-03-22,3888.13,1977-07-05,4979}
9367,"Inżynier ds. Wdrażania Produkcji",1996-11-20,4699.57,1996-12-22,3125}
9368,"Specjalista ds. dostaw",1990-12-24,2363.37,1991-01-23,3148}
9369,"Notariusz",1992-01-24,11220.31,1992-02-12,618}
9370,"Spedytor",1979-10-19,11016.61,1979-11-26,1712}
9371,"Dyrektor ds. Finansowych",1978-08-03,9192.89,1978-12-01,915}
9372,"Kurator sądowy",1970-05-17,3171.61,1970-06-29,1560}
9373,"Dyrektor ds. Personalnych",2007-05-23,4789.42,2007-05-26,1923}
9374,"Spedytor",1981-06-23,4270.81,1981-08-25,3222}
9375,"Fakturzystka",2004-08-19,6805.01,2004-11-03,3213}
9376,"Laborant",2015-04-09,2220.88,2015-06-28,859}
9377,"Specjalista ds. turystyki",1984-03-24,10688.31,1984-05-02,1176}
9378,"Prawnik",1975-06-28,2295.55,1975-07-02,4958}
9379,"Laborant",1994-01-14,8496.02,1994-04-28,3922}
9380,"Dyrektor ds. Sprzedaży",1985-10-09,10217.3,1985-12-22,4456}
9381,"Administrator",1983-03-24,5159.43,1983-04-18,3579}
9382,"Przedstawiciel medyczny",2013-07-14,5347.2,2013-09-16,4002}
9383,"Administrator",2017-05-01,3678.94,2017-05-07,1498}
9384,"Dyrektor ds. Logistyki",2001-06-25,7230.84,2001-07-28,2336}
9385,"Pedagog",2009-11-09,3870.27,2010-01-19,2668}
9386,"Technolog",1981-06-13,6039.62,1981-08-20,4416}
9387,"Dyrektor ds. Logistyki",1984-12-17,5531.69,1985-03-28,3720}
9388,"Farmaceuta",1990-04-06,6893.64,1990-06-27,3346}
9389,"Analityk rynku",1991-11-24,4484.38,1991-12-28,1233}
9390,"Kierownik Magazynu",1997-06-03,7872.94,1997-06-24,1816}
9391,"Doradca finansowy",1985-01-21,7415.32,1985-04-27,1756}
9392,"Przedstawiciel medyczny",1982-12-27,3152.84,1983-03-04,873}
9393,"Office Manager",2003-09-23,9838.17,2003-10-15,4948}
9394,"Project Manager",1996-11-19,8229.72,1997-01-27,2840}
9395,"Analityk rynku",1983-02-07,5339.29,1983-05-31,2211}
9396,"Notariusz",1979-12-08,9016.75,1980-04-06,1558}
9397,"Grafik",1994-01-10,3364.37,1994-02-26,1119}
9398,"Doradca zawodowy",1994-06-20,8867.81,1994-09-06,4567}
9399,"Lekarz",2016-07-03,3515.02,2016-08-30,1553}
9400,"Tester aplikacji",2003-05-06,4619.04,2003-07-12,2338}
9401,"Dyrektor ds. Sprzedaży",2000-05-04,10927.4,2000-05-17,3574}
9402,"Specjalista ds. reklamacji",1997-09-06,4894.21,1997-10-21,3433}
9403,"Doradca finansowy",2006-04-08,7992.99,2006-04-15,3381}
9404,"Pełnomocnik ds. Jakości",2016-11-03,5577.72,2017-02-24,1672}
9405,"Kurator sądowy",1999-04-09,6865.73,1999-04-12,2470}
9406,"Copywriter",1977-12-18,8957.74,1977-12-21,1575}
9407,"Inżynier utrzymania ruchu",1987-12-06,9326.76,1988-03-21,731}
9408,"Specjalista ds. planowania produkcji",2009-12-15,6156.91,2010-02-08,3683}
9409,"Specjalista ds. obsługi klienta",1987-12-23,4993.32,1988-01-01,106}
9410,"Farmaceuta",2004-02-09,7315.33,2004-05-05,3971}
9411,"Doradca finansowy",1975-11-10,4816.72,1976-02-09,531}
9412,"Specjalista ds. transportu",2003-03-24,7287.9,2003-05-07,578}
9413,"Dyrektor ds. Sprzedaży",1974-10-17,1682.01,1975-02-02,3241}
9414,"Lekarz",1981-02-19,5637.55,1981-03-20,3044}
9415,"Analityk rynku",1981-03-28,3746.32,1981-03-30,2328}
9416,"Dyrektor ds.Administracyjnych",1983-11-12,2918.8,1984-01-23,3148}
9417,"Laborant",1987-10-05,5370.41,1987-10-19,4775}
9418,"Laborant",2015-10-26,8719.71,2015-11-20,2302}
9419,"Dyrektor ds. Sprzedaży",2007-07-03,3017.16,2007-09-09,1447}
9420,"Architekt wnętrz / krajobrazu",2009-06-09,1522.26,2009-07-05,4110}
9421,"Adwokat",2013-12-22,1828.72,2014-04-13,577}
9422,"Dyrektor ds. Personalnych",1982-03-15,2409.56,1982-07-13,644}
9423,"Projektant wzornictwa",1986-08-19,9277.36,1986-10-12,4338}
9424,"Ekonomista",1985-04-02,1562.61,1985-04-10,1326}
9425,"Tester aplikacji",1991-03-26,6598.23,1991-04-20,4623}
9426,"Specjalista ds. ochrony środowiska",1990-03-20,7007.4,1990-06-21,2517}
9427,"Product Manager",1980-05-20,8805.64,1980-09-03,2041}
9428,"Pedagog",1970-12-01,5484.84,1970-12-25,862}
9429,"Analityk rynku",2006-12-18,4273.37,2007-02-05,3025}
9430,"Pracownik biurowy",1971-08-08,8565.92,1971-10-05,1129}
9431,"Administrator danych osobowych",1994-06-21,9811.84,1994-08-28,2086}
9432,"Urzędnik państwowy",1989-09-28,4103.31,1989-10-01,2465}
9433,"Specjalista ds. reklamacji",1978-06-03,9060.25,1978-06-09,2918}
9434,"Specjalista ds. turystyki",2011-01-03,7574.18,2011-01-26,262}
9435,"Dyrektor ds. Personalnych",1983-09-11,9095.43,1983-10-05,1928}
9436,"Specjalista ds. obsługi klienta",2010-03-22,9926.48,2010-05-27,1988}
9437,"Specjalista ds. BHP",1970-02-14,5611.36,1970-04-21,542}
9438,"Automatyk",1978-02-18,2891.05,1978-05-21,3880}
9439,"Office Manager",1999-05-23,4489.31,1999-08-30,1973}
9440,"Pracownik biurowy",2010-02-18,1699.8,2010-05-02,1881}
9441,"Konstruktor",2007-02-05,5386.98,2007-03-24,4469}
9442,"Dyrektor ds. Marketingu",1975-10-12,2274.22,1975-12-16,3312}
9443,"Specjalista ds. obsługi klienta",2010-08-15,11355.19,2010-09-19,1018}
9444,"Doradca finansowy",2003-09-15,4715.42,2003-10-17,4124}
9445,"Pracownik biurowy",1976-12-24,9121.9,1977-03-14,2084}
9446,"Tłumacz",2011-10-12,1756.97,2011-12-21,610}
9447,"Specjalista ds. badań i rozwoju",2012-05-12,8432.82,2012-06-02,4321}
9448,"Copywriter",2008-05-08,7123.41,2008-05-25,774}
9449,"Adwokat",2013-01-19,4448.29,2013-05-16,3327}
9450,"Asystentka zarządu",1986-10-15,4605.28,1986-10-21,2227}
9451,"Koordynator robót budowlanych",1978-03-22,10965.12,1978-06-04,4538}
9452,"Automatyk",1980-07-10,4272.15,1980-08-14,3816}
9453,"Lekarz",2013-06-25,10963.32,2013-08-22,629}
9454,"Dyrektor ds.Administracyjnych",1994-06-13,7417.11,1994-07-21,4138}
9455,"Dietetyk",2015-02-18,3143.86,2015-06-08,3594}
9456,"Dyrektor ds. Finansowych",1987-07-01,6638.82,1987-07-22,4848}
9457,"Specjalista ds. zakupów",1993-08-26,4911.23,1993-11-18,1590}
9458,"Programista baz danych",1980-11-24,7795.14,1981-02-07,2606}
9459,"Konstruktor",1980-08-01,10811.82,1980-11-10,103}
9460,"Inżynier Budowy",2013-11-24,5004.94,2013-12-25,2600}
9461,"Projektant konstrukcji budowlanych",1980-04-27,5803.67,1980-04-28,3143}
9462,"Spedytor",1970-07-01,3123.71,1970-10-13,4994}
9463,"Inżynier ds. Wdrażania Produkcji",1974-02-06,2986.82,1974-03-13,566}
9464,"Dietetyk",2008-04-18,7467.81,2008-07-10,1797}
9465,"Recepcjonistka",2000-02-11,7933.72,2000-03-02,1142}
9466,"Specjalista ds. planowania produkcji",2014-08-24,1761.61,2014-08-30,3071}
9467,"Koordynator robót budowlanych",1987-01-12,5084.81,1987-04-25,3473}
9468,"Technolog",2009-02-05,4445.85,2009-02-15,4905}
9469,"Dyrektor ds.Administracyjnych",1982-11-06,9172.83,1983-02-20,789}
9470,"Projektant konstrukcji budowlanych",1995-06-14,5555.34,1995-09-08,4964}
